x,p_x,y,p_y,p_yx,pmi_yx
"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",0.012152777777777778,Biagio (pupil of Botticelli),0.001736111111111111,0.14285714285714285,6.362570079384708
"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",0.012152777777777778,Apelles,0.001736111111111111,0.14285714285714285,6.362570079384708
"Aretino, Spinello",0.013888888888888888,"Daddi, Bernardo",0.001736111111111111,0.125,6.169925001442312
"Robbia, Luca della",0.013888888888888888,"Robbia, Agostino della",0.001736111111111111,0.125,6.169925001442312
"Bellini, Giovanni",0.013888888888888888,"Vivarino, Luigi",0.001736111111111111,0.125,6.169925001442312
"Bellini, Giovanni",0.013888888888888888,"Carpaccio (Scarpaccia), Vittore",0.001736111111111111,0.125,6.169925001442312
"Maiano, Benedetto da",0.015625,"Donzello, Polito del",0.001736111111111111,0.1111111111111111,6.0
"Maiano, Benedetto da",0.015625,"Tasso, Domenico del",0.001736111111111111,0.1111111111111111,6.0
"Messina, Antonello da",0.003472222222222222,"Viniziano, Domenico (Domenico da Venezia)",0.008680555555555556,0.5,5.84799690655495
"Verrocchio, Andrea",0.019097222222222224,Orsino,0.001736111111111111,0.0909090909090909,5.710493382805016
"Castagno, Andrea dal (Andrea degli Impiccati)",0.015625,"Viniziano, Domenico (Domenico da Venezia)",0.008680555555555556,0.4444444444444444,5.678071905112638
"Pisano, Andrea",0.010416666666666666,"Pisano, Tommaso",0.003472222222222222,0.16666666666666666,5.584962500721157
"Gaddi, Gaddo",0.005208333333333333,"Tafi, Andrea",0.006944444444444444,0.3333333333333333,5.584962500721157
"Ghirlandajo, Domenico",0.020833333333333332,"Ghirlandajo, David",0.001736111111111111,0.08333333333333333,5.584962500721157
"Ghirlandajo, Domenico",0.020833333333333332,"Mainardi, Bastiano (Bastiano da San Gimignano)",0.003472222222222222,0.16666666666666666,5.584962500721157
"Pecori, Domenico",0.003472222222222222,"Marcilla, Guglielmo da (Guillaume de Marcillac)",0.010416666666666666,0.5,5.584962500721157
"Albertinelli, Mariotto",0.010416666666666666,"San Marco, Fra Bartolommeo di (Baccio della Porta)",0.003472222222222222,0.16666666666666666,5.584962500721157
"Buffalmacco, Buonamico",0.022569444444444444,"Giovanni, Bruno di",0.003472222222222222,0.15384615384615383,5.46948528330122
"Bellini, Gentile",0.008680555555555556,"Bellini, Giovanni",0.013888888888888888,0.6,5.4329594072761065
"Angelo, Lorentino d'",0.005208333333333333,"Francesca, Piero della (Piero Borghese, or Piero dal Borgo a San Sepolcro)",0.015625,0.6666666666666666,5.415037499278844
"San Gallo, Giuliano da",0.024305555555555556,"Giamberti, Francesco",0.001736111111111111,0.07142857142857142,5.362570079384708
"Ghiberti, Bartoluccio",0.006944444444444444,"Pollaiuolo, Antonio",0.006944444444444444,0.25,5.169925001442312
"Bellini, Giovanni",0.013888888888888888,"Vecelli, Tiziano (Tiziano da Cadore)",0.003472222222222222,0.125,5.169925001442312
"Bellini, Giovanni",0.013888888888888888,"Bellini, Jacopo",0.003472222222222222,0.125,5.169925001442312
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.027777777777777776,"Luigi, Andrea (L' Ingegno)",0.001736111111111111,0.0625,5.169925001442312
"Urbino, Bramante da",0.027777777777777776,Ventura,0.001736111111111111,0.0625,5.169925001442312
"Urbino, Bramante da",0.027777777777777776,"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.001736111111111111,0.0625,5.169925001442312
"Urbino, Bramante da",0.027777777777777776,"Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.001736111111111111,0.0625,5.169925001442312
"Urbino, Bramante da",0.027777777777777776,"Dï¿½rer, Albrecht",0.001736111111111111,0.0625,5.169925001442312
"San Gallo, Antonio da (the elder)",0.006944444444444444,"San Gallo, Giuliano da",0.024305555555555556,0.75,4.9475325801058645
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,Polycletus,0.001736111111111111,0.05263157894736842,4.921997487998727
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,"Ghiberti, Bonaccorso",0.001736111111111111,0.05263157894736842,4.921997487998727
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,"Ghiberti, Vittorio",0.001736111111111111,0.05263157894736842,4.921997487998727
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,"Panicale, Masolino da",0.001736111111111111,0.05263157894736842,4.921997487998727
"Vinci, Leonardo da",0.034722222222222224,Salai,0.001736111111111111,0.049999999999999996,4.84799690655495
"Cimabue, Giovanni",0.019097222222222224,"Tafi, Andrea",0.006944444444444444,0.1818181818181818,4.710493382805016
"Maiano, Benedetto da",0.015625,"Maiano, Giuliano da",0.008680555555555556,0.2222222222222222,4.678071905112638
"Pisano, Giovanni",0.013888888888888888,"Pisano, Niccola",0.010416666666666666,0.25,4.584962500721157
"Pisano, Giovanni",0.013888888888888888,Agostino (of Siena),0.005208333333333333,0.125,4.584962500721157
"Casentino, Jacopo di",0.005208333333333333,"Aretino, Spinello",0.013888888888888888,0.3333333333333333,4.584962500721157
"Buonarroti, Michelagnolo",0.020833333333333332,"Indaco, Jacopo dell'",0.003472222222222222,0.08333333333333333,4.584962500721157
"Buonarroti, Michelagnolo",0.020833333333333332,"Credi, Lorenzo di",0.003472222222222222,0.08333333333333333,4.584962500721157
"Rosselli, Cosimo",0.005208333333333333,"Cosimo, Piero di",0.013888888888888888,0.3333333333333333,4.584962500721157
Donato (Donatello),0.04861111111111111,"Banco, Nanni d' Antonio di",0.003472222222222222,0.07142857142857142,4.362570079384708
"Maiano, Benedetto da",0.015625,"Cronaca, Il (Simone del Pollaiuolo)",0.012152777777777778,0.2222222222222222,4.192645077942396
"Viniziano, Antonio",0.006944444444444444,"Bellini, Giovanni",0.013888888888888888,0.25,4.169925001442312
"Urbino, Bramante da",0.027777777777777776,"Claudio, Maestro",0.003472222222222222,0.0625,4.169925001442312
Giotto,0.057291666666666664,"Capanna, Puccio",0.001736111111111111,0.030303030303030304,4.12553088208386
"Cimabue, Giovanni",0.019097222222222224,"Gaddi, Gaddo",0.005208333333333333,0.0909090909090909,4.125530882083859
"Buonarroti, Michelagnolo",0.020833333333333332,Torrigiano,0.005208333333333333,0.08333333333333333,4.0
"Francesca, Piero della (Piero Borghese, or Piero dal Borgo a San Sepolcro)",0.015625,"Vasari, Lazzaro (the elder)",0.006944444444444444,0.1111111111111111,4.0
"Ghirlandajo, Domenico",0.020833333333333332,Gherardo (of Florence),0.005208333333333333,0.08333333333333333,4.0
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,"Ghiberti, Bartoluccio",0.006944444444444444,0.10526315789473684,3.921997487998727
"Gaddi, Agnolo",0.008680555555555556,"Gaddi, Taddeo",0.013888888888888888,0.19999999999999998,3.84799690655495
"Pisano, Giovanni",0.013888888888888888,Agnolo (of Siena),0.008680555555555556,0.125,3.84799690655495
"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",0.012152777777777778,"Ghirlandajo, Domenico",0.020833333333333332,0.2857142857142857,3.7776075786635523
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.001736111111111111,0.023255813953488372,3.7436602467402142
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,Baviera,0.001736111111111111,0.023255813953488372,3.7436602467402142
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.001736111111111111,0.023255813953488372,3.7436602467402142
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.001736111111111111,0.023255813953488372,3.7436602467402142
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Dï¿½rer, Albrecht",0.001736111111111111,0.023255813953488372,3.7436602467402142
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Barile, Gian (Giovan)",0.001736111111111111,0.023255813953488372,3.7436602467402142
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,Fivizzano,0.001736111111111111,0.023255813953488372,3.7436602467402142
"Spinelli, Parri",0.010416666666666666,"Robbia, Luca della",0.013888888888888888,0.16666666666666666,3.5849625007211565
"Buonarroti, Michelagnolo",0.020833333333333332,"Signorelli, Luca (Luca da Cortona)",0.006944444444444444,0.08333333333333333,3.5849625007211565
"Orcagna, Andrea di Cione",0.006944444444444444,"Buffalmacco, Buonamico",0.022569444444444444,0.25,3.4694852833012204
Donato (Donatello),0.04861111111111111,Simone (brother of Donatello),0.003472222222222222,0.03571428571428571,3.362570079384708
Donato (Donatello),0.04861111111111111,"Padova, Vellano da",0.003472222222222222,0.03571428571428571,3.362570079384708
Masaccio,0.012152777777777778,"Uccello, Paolo",0.015625,0.14285714285714285,3.192645077942396
Giotto,0.057291666666666664,"Laurati, Pietro (Pietro Lorenzetti)",0.003472222222222222,0.030303030303030304,3.125530882083859
Giotto,0.057291666666666664,"Tafi, Andrea",0.006944444444444444,0.06060606060606061,3.125530882083859
Giotto,0.057291666666666664,"Cimabue, Giovanni",0.019097222222222224,0.15151515151515152,2.988027358333924
"Verrocchio, Andrea",0.019097222222222224,"Vinci, Leonardo da",0.034722222222222224,0.2727272727272727,2.9735277886388087
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.027777777777777776,"Pinturicchio, Bernardino",0.008680555555555556,0.0625,2.84799690655495
Giotto,0.057291666666666664,Stefano,0.008680555555555556,0.06060606060606061,2.8036027871964966
"Buonarroti, Michelagnolo",0.020833333333333332,"San Gallo, Giuliano da",0.024305555555555556,0.16666666666666666,2.777607578663552
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"San Marco, Fra Bartolommeo di (Baccio della Porta)",0.003472222222222222,0.023255813953488372,2.7436602467402147
"Buonarroti, Michelagnolo",0.020833333333333332,"Urbino, Bramante da",0.027777777777777776,0.16666666666666666,2.584962500721156
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.027777777777777776,"Lippi, Filippo (Filippino)",0.010416666666666666,0.0625,2.584962500721156
"Urbino, Bramante da",0.027777777777777776,"Marcilla, Guglielmo da (Guillaume de Marcillac)",0.010416666666666666,0.0625,2.584962500721156
Giotto,0.057291666666666664,"Cavallini, Pietro",0.005208333333333333,0.030303030303030304,2.5405683813627027
Giotto,0.057291666666666664,"Pisano, Andrea",0.010416666666666666,0.06060606060606061,2.5405683813627027
"Buonarroti, Michelagnolo",0.020833333333333332,"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,0.4166666666666667,2.480625840906421
"San Gallo, Giuliano da",0.024305555555555556,"Urbino, Bramante da",0.027777777777777776,0.14285714285714285,2.3625700793847084
"Pisano, Andrea",0.010416666666666666,"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,0.16666666666666666,2.3370349872775704
"Buonarroti, Michelagnolo",0.020833333333333332,"Vinci, Leonardo da",0.034722222222222224,0.16666666666666666,2.263034405833794
"Vinci, Leonardo da",0.034722222222222224,"Lippi, Filippo (Filippino)",0.010416666666666666,0.049999999999999996,2.263034405833794
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",0.05555555555555555,"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,0.15625000000000003,2.2439255828860896
Donato (Donatello),0.04861111111111111,"Uccello, Paolo",0.015625,0.07142857142857142,2.192645077942396
Giotto,0.057291666666666664,"Gaddi, Taddeo",0.013888888888888888,0.06060606060606061,2.125530882083859
Donato (Donatello),0.04861111111111111,"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",0.05555555555555555,0.21428571428571427,1.9475325801058647
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",0.05555555555555555,"Maiano, Giuliano da",0.008680555555555556,0.03125,1.84799690655495
"Vinci, Leonardo da",0.034722222222222224,"Cosimo, Piero di",0.013888888888888888,0.049999999999999996,1.84799690655495
Giotto,0.057291666666666664,"Gaddi, Agnolo",0.008680555555555556,0.030303030303030304,1.8036027871964966
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Urbino, Bramante da",0.027777777777777776,0.09302325581395349,1.7436602467402147
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Francia, Francesco",0.006944444444444444,0.023255813953488372,1.7436602467402147
Donato (Donatello),0.04861111111111111,"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,0.10714285714285714,1.699605066662279
"Buonarroti, Michelagnolo",0.020833333333333332,"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.027777777777777776,0.08333333333333333,1.5849625007211563
Donato (Donatello),0.04861111111111111,Michelozzo Michelozzi,0.012152777777777778,0.03571428571428571,1.5552151573271038
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,"Verrocchio, Andrea",0.019097222222222224,0.05263157894736842,1.4625658693614294
Donato (Donatello),0.04861111111111111,"Robbia, Luca della",0.013888888888888888,0.03571428571428571,1.3625700793847084
"Buonarroti, Michelagnolo",0.020833333333333332,"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.03298611111111111,0.08333333333333333,1.3370349872775706
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.027777777777777776,0.06976744186046512,1.3286227474613708
"Vinci, Leonardo da",0.034722222222222224,"San Gallo, Giuliano da",0.024305555555555556,0.049999999999999996,1.0406419844973458
Donato (Donatello),0.04861111111111111,"Verrocchio, Andrea",0.019097222222222224,0.03571428571428571,0.9031384607474108
"Vinci, Leonardo da",0.034722222222222224,"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.027777777777777776,0.049999999999999996,0.8479969065549501
"Sanzio, Raffaello (Raffaello da Urbino)",0.07465277777777778,"Vinci, Leonardo da",0.034722222222222224,0.046511627906976744,0.42173215185285207
