x,p_x,y,p_y,p_yx,pmi_yx
"Bellini, Gentile",0.004374453193350831,"Vivarino, Luigi",0.0008748906386701663,0.19999999999999998,7.836681593327116
"Mantegna, Andrea",0.004374453193350831,"Squarcione, Jacopo",0.0008748906386701663,0.19999999999999998,7.836681593327116
"Ghirlandajo, Ridolfo",0.004374453193350831,"Ceri, Andrea de'",0.0008748906386701663,0.19999999999999998,7.836681593327116
"Ghirlandajo, Ridolfo",0.004374453193350831,"Nunziata, Toto del",0.0008748906386701663,0.19999999999999998,7.836681593327116
"Signorelli, Luca (Luca da Cortona)",0.004374453193350831,"Caporali, Benedetto (Giovan Battista)",0.0008748906386701663,0.19999999999999998,7.836681593327116
"Cellini, Benvenuto",0.004374453193350831,"Rossi, Vincenzio de'",0.0008748906386701663,0.19999999999999998,7.836681593327116
"Pisano, Andrea",0.005249343832020997,"Pisano, Nino",0.0008748906386701663,0.16666666666666669,7.573647187493322
Simone (brother of Donatello),0.0017497812773403325,"Filarete, Antonio",0.0026246719160104987,0.5,7.573647187493322
"Forlï¿½, Melozzo da",0.0008748906386701663,"Gozzoli, Benozzo",0.005249343832020997,1.0,7.573647187493322
"Fabriano, Gentile da",0.0026246719160104987,"Pisanello, Vittore or Antonio",0.0017497812773403325,0.33333333333333337,7.573647187493322
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.0026246719160104987,"Feltro, Morto da",0.0017497812773403325,0.33333333333333337,7.573647187493322
"Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.0017497812773403325,"Vasari, Giorgio",0.0026246719160104987,0.5,7.573647187493322
"Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.0017497812773403325,"Cock, Hieronymus",0.0026246719160104987,0.5,7.573647187493322
"Marcilla, Guglielmo da (Guillaume de Marcillac)",0.005249343832020997,"Claudio, Maestro",0.0017497812773403325,0.33333333333333337,7.573647187493322
"Nola, Giovanni da",0.0017497812773403325,"Dossi, Dosso",0.0026246719160104987,0.5,7.573647187493322
"Montelupo, Baccio da",0.003499562554680665,"Montelupo, Raffaello da",0.0026246719160104987,0.5,7.573647187493322
"Caravaggio, Polidoro da (Polidoro Caldara)",0.005249343832020997,Maturino,0.0008748906386701663,0.16666666666666669,7.573647187493322
"Memmi, Simone (Simone Martini, or Sanese)",0.006124234470691163,"Memmi, Lippo",0.0026246719160104987,0.4285714285714286,7.351254766156875
"Quercia, Jacopo della (Jacopo della Fonte)",0.006124234470691163,Matteo (of Lucca),0.0008748906386701663,0.14285714285714288,7.351254766156875
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",0.006124234470691163,"Francesco, Mariotto di",0.0008748906386701663,0.14285714285714288,7.351254766156875
"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",0.006124234470691163,Biagio (pupil of Botticelli),0.0008748906386701663,0.14285714285714288,7.351254766156875
"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",0.006124234470691163,Apelles,0.0008748906386701663,0.14285714285714288,7.351254766156875
"Albertinelli, Mariotto",0.006124234470691163,Visino,0.0008748906386701663,0.14285714285714288,7.351254766156875
"Credi, Lorenzo di",0.006124234470691163,"Lunetti, Tommaso di Stefano",0.0008748906386701663,0.14285714285714288,7.351254766156875
"Credi, Lorenzo di",0.006124234470691163,"Credi, Maestro",0.0008748906386701663,0.14285714285714288,7.351254766156875
"Bellini, Gentile",0.004374453193350831,"Bellini, Jacopo",0.0026246719160104987,0.39999999999999997,7.25171909260596
"Aretino, Spinello",0.00699912510936133,"Daddi, Bernardo",0.0008748906386701663,0.125,7.1586096882144785
"Robbia, Luca della",0.00699912510936133,"Robbia, Agostino della",0.0008748906386701663,0.125,7.1586096882144785
"Fiesole, Andrea da (Andrea Ferrucci)",0.003499562554680665,"Cosini, Silvio (Silvio da Fiesole)",0.0017497812773403325,0.25,7.1586096882144785
"Libri, Girolamo dai",0.003499562554680665,"Libri, Francesco dai (the younger)",0.0017497812773403325,0.25,7.1586096882144785
"Donzello, Polito del",0.0008748906386701663,"Maiano, Benedetto da",0.007874015748031496,1.0,6.988684686772166
"Maiano, Benedetto da",0.007874015748031496,"Tasso, Domenico del",0.0008748906386701663,0.11111111111111112,6.988684686772166
"Cosimo, Piero di",0.007874015748031496,"Barile, Gian (of Florence)",0.0008748906386701663,0.11111111111111112,6.988684686772166
"Cock, Hieronymus",0.0026246719160104987,"Vasari, Giorgio",0.0026246719160104987,0.33333333333333337,6.988684686772166
"Vivarino, Luigi",0.0008748906386701663,"Bellini, Giovanni",0.008748906386701663,1.0,6.836681593327117
"Messina, Antonello da",0.0017497812773403325,"Viniziano, Domenico (Domenico da Venezia)",0.004374453193350831,0.5,6.836681593327117
"Dï¿½rer, Albrecht",0.008748906386701663,"Leyden, Lucas van (Lucas of Holland)",0.0026246719160104987,0.3,6.836681593327117
"Carpaccio (Scarpaccia), Vittore",0.0008748906386701663,"Bellini, Giovanni",0.008748906386701663,1.0,6.836681593327117
"Ammanati, Bartolommeo",0.0017497812773403325,"Cellini, Benvenuto",0.004374453193350831,0.5,6.836681593327117
"Francesco, Mariotto di",0.0008748906386701663,Franciabigio (Francia),0.008748906386701663,1.0,6.836681593327117
"Siena, Pastorino da",0.0017497812773403325,"Cellini, Benvenuto",0.004374453193350831,0.5,6.836681593327117
"Tozzo, Antonio del (Antonio del Rozzo)",0.0008748906386701663,"Peruzzi, Baldassarre (Baldassarre da Siena)",0.009623797025371828,1.0,6.699178069577182
"Castagno, Andrea dal (Andrea degli Impiccati)",0.007874015748031496,"Viniziano, Domenico (Domenico da Venezia)",0.004374453193350831,0.4444444444444445,6.666756591884804
"Tafi, Andrea",0.003499562554680665,"Gaddi, Gaddo",0.0026246719160104987,0.25,6.573647187493322
"Pisano, Andrea",0.005249343832020997,"Pisano, Tommaso",0.0017497812773403325,0.16666666666666669,6.573647187493322
"Romano, Paolo",0.0026246719160104987,"Lotti, Lorenzetto (Lorenzo)",0.003499562554680665,0.33333333333333337,6.573647187493322
"Verrocchio, Andrea",0.010498687664041995,Orsino,0.0008748906386701663,0.08333333333333334,6.573647187493322
"Vecelli, Tiziano (Tiziano da Cadore)",0.005249343832020997,"Licinio, Giovanni Antonio (Cuticello, or Pordenone)",0.003499562554680665,0.33333333333333337,6.573647187493322
"Vicentino, Valerio (Valerio de' Belli)",0.003499562554680665,"Nassaro, Matteo dal",0.0026246719160104987,0.25,6.573647187493322
"Lappoli, Giovanni Antonio",0.00699912510936133,"Vasari, Giorgio",0.0026246719160104987,0.25,6.573647187493322
"Ghirlandajo, Domenico",0.011373578302712161,"Mainardi, Bastiano (Bastiano da San Gimignano)",0.0017497812773403325,0.15384615384615385,6.458169970073387
"Ghirlandajo, Domenico",0.011373578302712161,"Ghirlandajo, David",0.0008748906386701663,0.07692307692307693,6.458169970073387
"Mazzuoli, Francesco (Parmigiano)",0.011373578302712161,"Trento, Antonio da (Antonio Fantuzzi)",0.0017497812773403325,0.15384615384615385,6.458169970073387
"San Michele, Michele",0.011373578302712161,"Brugnuoli, Bernardino",0.0008748906386701663,0.07692307692307693,6.458169970073387
"Francesca, Piero della (Piero Borghese, or Piero dal Borgo a San Sepolcro)",0.007874015748031496,"Angelo, Lorentino d'",0.0026246719160104987,0.22222222222222224,6.403722186051009
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",0.006124234470691163,"Feltro, Morto da",0.0017497812773403325,0.14285714285714288,6.351254766156875
"Urbino, Timoteo da (Timoteo della Vite)",0.004374453193350831,"San Gimignano, Vincenzio da (Vincenzio Tamagni)",0.0026246719160104987,0.19999999999999998,6.25171909260596
"Beccafumi, Domenico (Domenico di Pace)",0.013123359580052493,"Bazzi, Giovanni Antonio (Il Sodoma)",0.0008748906386701663,0.06666666666666667,6.25171909260596
"Ghiberti, Bartoluccio",0.003499562554680665,"Pollaiuolo, Antonio",0.003499562554680665,0.25,6.1586096882144785
Vitruvius,0.0017497812773403325,"Giocondo, Fra",0.00699912510936133,0.5,6.1586096882144785
Liberale,0.00699912510936133,"Morone, Domenico",0.0017497812773403325,0.125,6.1586096882144785
"Bellini, Gentile",0.004374453193350831,"Bellini, Giovanni",0.008748906386701663,0.6,6.099715999160909
"San Gallo, Giuliano da",0.014873140857392825,"Giamberti, Francesco",0.0008748906386701663,0.05882352941176471,6.0711468469641385
"Melighino, Jacomo (Jacopo Melighini)",0.0008748906386701663,"San Gallo, Antonio da (the younger)",0.014873140857392825,1.0,6.0711468469641385
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.015748031496062992,"Ghiberti, Bonaccorso",0.0008748906386701663,0.05555555555555556,5.9886846867721655
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.015748031496062992,Polycletus,0.0008748906386701663,0.05555555555555556,5.9886846867721655
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.015748031496062992,"Ghiberti, Vittorio",0.0008748906386701663,0.05555555555555556,5.9886846867721655
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.015748031496062992,"Panicale, Masolino da",0.0008748906386701663,0.05555555555555556,5.9886846867721655
"Maiano, Giuliano da",0.003499562554680665,"Maiano, Benedetto da",0.007874015748031496,0.5,5.9886846867721655
"Pecori, Domenico",0.0026246719160104987,"Marcilla, Guglielmo da (Guillaume de Marcillac)",0.005249343832020997,0.33333333333333337,5.9886846867721655
"Urbino, Bramante da",0.015748031496062992,Ventura,0.0008748906386701663,0.05555555555555556,5.9886846867721655
"Bronzino, Agnolo",0.007874015748031496,"San Gallo, Aristotile (Bastiano) da",0.0017497812773403325,0.11111111111111112,5.9886846867721655
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",0.016622922134733157,"Luigi, Andrea (L' Ingegno)",0.0008748906386701663,0.052631578947368425,5.910682174770892
Liberale,0.00699912510936133,"Turbido, Francesco (Il Moro)",0.004374453193350831,0.25,5.836681593327117
"Turbido, Francesco (Il Moro)",0.004374453193350831,"Cavazzuola, Paolo (Paolo Morando)",0.003499562554680665,0.19999999999999998,5.836681593327117
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",0.006124234470691163,"Rosselli, Cosimo",0.0026246719160104987,0.14285714285714288,5.766292265435718
"Albertinelli, Mariotto",0.006124234470691163,"San Marco, Fra Bartolommeo di (Baccio della Porta)",0.0026246719160104987,0.14285714285714288,5.766292265435718
"San Marco, Fra Bartolommeo di (Baccio della Porta)",0.0026246719160104987,"Sogliani, Giovanni Antonio",0.006124234470691163,0.33333333333333337,5.766292265435718
Torrigiano,0.0026246719160104987,"Credi, Lorenzo di",0.006124234470691163,0.33333333333333337,5.766292265435718
"Tafi, Andrea",0.003499562554680665,"Cimabue, Giovanni",0.009623797025371828,0.5,5.699178069577181
"Peruzzi, Baldassarre (Baldassarre da Siena)",0.009623797025371828,Vitruvius,0.0017497812773403325,0.09090909090909091,5.699178069577181
"Gherardi, Cristofano (Doceno)",0.019247594050743656,"Veltroni, Stefano",0.0017497812773403325,0.09090909090909091,5.699178069577181
"Gherardi, Cristofano (Doceno)",0.019247594050743656,"Pagani, Lattanzio",0.0008748906386701663,0.045454545454545456,5.699178069577181
"Gherardi, Cristofano (Doceno)",0.019247594050743656,"Cungi, Battista",0.0008748906386701663,0.045454545454545456,5.699178069577181
"Gherardi, Cristofano (Doceno)",0.019247594050743656,"Colle, Raffaello dal (Raffaello dal Borgo)",0.0008748906386701663,0.045454545454545456,5.699178069577181
"San Gallo, Giuliano da",0.014873140857392825,"San Gallo, Antonio da (the elder)",0.003499562554680665,0.17647058823529413,5.6561093476852955
"Buffalmacco, Buonamico",0.010498687664041995,"Giovanni, Bruno di",0.0017497812773403325,0.08333333333333334,5.573647187493322
Agostino (of Siena),0.0026246719160104987,"Pisano, Giovanni",0.00699912510936133,0.33333333333333337,5.573647187493322
"Pisano, Giovanni",0.00699912510936133,"Pisano, Niccola",0.005249343832020997,0.25,5.573647187493322
"Aretino, Spinello",0.00699912510936133,"Casentino, Jacopo di",0.0026246719160104987,0.125,5.573647187493322
"Bellini, Jacopo",0.0026246719160104987,Liberale,0.00699912510936133,0.33333333333333337,5.573647187493322
"Bellini, Jacopo",0.0026246719160104987,"Giocondo, Fra",0.00699912510936133,0.33333333333333337,5.573647187493322
"Vinci, Leonardo da",0.022747156605424323,Salai,0.0008748906386701663,0.038461538461538464,5.458169970073386
"Vinci, Leonardo da",0.022747156605424323,"Credi, Maestro",0.0008748906386701663,0.038461538461538464,5.458169970073386
"Rosselli, Cosimo",0.0026246719160104987,"Cosimo, Piero di",0.007874015748031496,0.33333333333333337,5.40372218605101
"Lippi, Filippo (Filippino)",0.006124234470691163,"Agnolo, Baccio d' (Baccio Baglioni)",0.003499562554680665,0.14285714285714288,5.351254766156875
Donato (Donatello),0.02537182852143482,"Banco, Nanni d' Antonio di",0.0017497812773403325,0.06896551724137931,5.300628693086907
"Bellini, Giovanni",0.008748906386701663,"Bellini, Jacopo",0.0026246719160104987,0.09999999999999999,5.25171909260596
Tribolo (Niccolï¿½),0.026246719160104987,"Tasso, Battista del",0.0017497812773403325,0.06666666666666667,5.25171909260596
Tribolo (Niccolï¿½),0.026246719160104987,"Unghero, Nanni",0.0008748906386701663,0.03333333333333333,5.25171909260596
"Trento, Antonio da (Antonio Fantuzzi)",0.0017497812773403325,"Beccafumi, Domenico (Domenico di Pace)",0.013123359580052493,0.5,5.25171909260596
"Cronaca, Il (Simone del Pollaiuolo)",0.00699912510936133,"Agnolo, Baccio d' (Baccio Baglioni)",0.003499562554680665,0.125,5.1586096882144785
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.02799650043744532,"Mantovano, Rinaldo",0.0008748906386701663,0.03125,5.1586096882144785
Giotto,0.028871391076115485,"Capanna, Puccio",0.0008748906386701663,0.030303030303030304,5.114215568856025
"Cimabue, Giovanni",0.009623797025371828,"Gaddi, Gaddo",0.0026246719160104987,0.09090909090909091,5.114215568856025
"Ghirlandajo, Ridolfo",0.004374453193350831,"Credi, Lorenzo di",0.006124234470691163,0.19999999999999998,5.029326671269511
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.03062117235345582,Piloto,0.0008748906386701663,0.02857142857142857,5.029326671269511
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.03062117235345582,"Ceri, Andrea de'",0.0008748906386701663,0.02857142857142857,5.029326671269511
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",0.03062117235345582,"Nunziata, Toto del",0.0008748906386701663,0.02857142857142857,5.029326671269511
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",0.015748031496062992,"Ghiberti, Bartoluccio",0.003499562554680665,0.11111111111111112,4.988684686772166
"Maiano, Benedetto da",0.007874015748031496,"Cronaca, Il (Simone del Pollaiuolo)",0.00699912510936133,0.22222222222222224,4.988684686772166
"Vasari, Lazzaro (the elder)",0.003499562554680665,"Francesca, Piero della (Piero Borghese, or Piero dal Borgo a San Sepolcro)",0.007874015748031496,0.25,4.988684686772166
"Vecelli, Tiziano (Tiziano da Cadore)",0.005249343832020997,"Lombardi, Alfonso",0.005249343832020997,0.16666666666666669,4.988684686772166
"Urbino, Bramante da",0.015748031496062992,"Claudio, Maestro",0.0017497812773403325,0.05555555555555556,4.988684686772166
"Genga, Girolamo",0.007874015748031496,"Genga, Bartolommeo",0.003499562554680665,0.11111111111111112,4.988684686772166
Gherardo (of Florence),0.0026246719160104987,"Ghirlandajo, Domenico",0.011373578302712161,0.33333333333333337,4.873207469352231
"Vinci, Leonardo da",0.022747156605424323,"Vinci, Pierino (Piero) da",0.0026246719160104987,0.07692307692307693,4.873207469352231
"Sarto, Andrea del (Andrea d' Agnolo)",0.03412073490813648,"Barile, Gian (of Florence)",0.0008748906386701663,0.025641025641025644,4.873207469352231
"Sarto, Andrea del (Andrea d' Agnolo)",0.03412073490813648,"Conti, Domenico",0.0008748906386701663,0.025641025641025644,4.873207469352231
"Sarto, Andrea del (Andrea d' Agnolo)",0.03412073490813648,"Salviati, Francesco (Francesco de' Rossi)",0.0008748906386701663,0.025641025641025644,4.873207469352231
"Sarto, Andrea del (Andrea d' Agnolo)",0.03412073490813648,"Unghero, Nanni",0.0008748906386701663,0.025641025641025644,4.873207469352231
Agnolo (of Siena),0.004374453193350831,"Pisano, Giovanni",0.00699912510936133,0.19999999999999998,4.836681593327116
"Gaddi, Agnolo",0.004374453193350831,"Gaddi, Taddeo",0.00699912510936133,0.19999999999999998,4.836681593327116
"Viniziano, Antonio",0.003499562554680665,"Bellini, Giovanni",0.008748906386701663,0.25,4.836681593327116
"Buonarroti, Michelagnolo",0.03674540682414698,"Schongauer, Martin (Martino)",0.0008748906386701663,0.02380952380952381,4.766292265435718
"Buonarroti, Michelagnolo",0.03674540682414698,"Cavalieri, Giovan Battista de'",0.0008748906386701663,0.02380952380952381,4.766292265435718
Baviera,0.0017497812773403325,"Rosso, Il (Giovan Battista de' Rossi)",0.01837270341207349,0.5,4.766292265435718
"Contucci, Andrea (Andrea Sansovino)",0.012248468941382326,"Montelupo, Raffaello da",0.0026246719160104987,0.07142857142857144,4.766292265435718
"Rosso, Il (Giovan Battista de' Rossi)",0.01837270341207349,"Lappoli, Giovanni Antonio",0.00699912510936133,0.1904761904761905,4.766292265435718
"Rosso, Il (Giovan Battista de' Rossi)",0.01837270341207349,"Vico, Enea",0.0017497812773403325,0.04761904761904762,4.766292265435718
"Rosso, Il (Giovan Battista de' Rossi)",0.01837270341207349,"Caraglio, Giovanni Jacopo",0.0017497812773403325,0.04761904761904762,4.766292265435718
"Signorelli, Luca (Luca da Cortona)",0.004374453193350831,"Genga, Girolamo",0.007874015748031496,0.19999999999999998,4.666756591884804
"Ghirlandajo, Domenico",0.011373578302712161,"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",0.006124234470691163,0.15384615384615385,4.650815048015782
"Buffalmacco, Buonamico",0.010498687664041995,"Orcagna, Andrea di Cione",0.003499562554680665,0.08333333333333334,4.573647187493322
"Robbia, Luca della",0.00699912510936133,"Spinelli, Parri",0.005249343832020997,0.125,4.573647187493322
"Viviano, Michelagnolo di",0.0017497812773403325,"Bandinelli, Baccio (Baccio de' Brandini)",0.04374453193350831,1.0,4.514753498439754
"Buda, Girolamo del",0.0008748906386701663,"Bandinelli, Baccio (Baccio de' Brandini)",0.04374453193350831,1.0,4.514753498439754
"Prato, Francesco di Girolamo dal",0.0008748906386701663,"Bandinelli, Baccio (Baccio de' Brandini)",0.04374453193350831,1.0,4.514753498439754
"Bandinelli, Clemente",0.0008748906386701663,"Bandinelli, Baccio (Baccio de' Brandini)",0.04374453193350831,1.0,4.514753498439754
"Rossi, Vincenzio de'",0.0008748906386701663,"Bandinelli, Baccio (Baccio de' Brandini)",0.04374453193350831,1.0,4.514753498439754
"Settignano, Solosmeo da (Antonio di Giovanni)",0.0008748906386701663,"Bandinelli, Baccio (Baccio de' Brandini)",0.04374453193350831,1.0,4.514753498439754
"Ghirlandajo, Domenico",0.011373578302712161,"Granacci, Francesco (Il Granaccio)",0.003499562554680665,0.07692307692307693,4.458169970073386
"Urbino, Bramante da",0.015748031496062992,"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",0.0026246719160104987,0.05555555555555556,4.403722186051009
"Pontormo, Jacopo da (Jacopo Carrucci)",0.026246719160104987,"Bronzino, Agnolo",0.007874015748031496,0.16666666666666669,4.403722186051009
"Cronaca, Il (Simone del Pollaiuolo)",0.00699912510936133,"Lippi, Filippo (Filippino)",0.006124234470691163,0.125,4.351254766156875
"Contucci, Andrea (Andrea Sansovino)",0.012248468941382326,"Montelupo, Baccio da",0.003499562554680665,0.07142857142857144,4.351254766156875
Donato (Donatello),0.02537182852143482,Simone (brother of Donatello),0.0017497812773403325,0.034482758620689655,4.300628693086906
Donato (Donatello),0.02537182852143482,"Padova, Vellano da",0.0017497812773403325,0.034482758620689655,4.300628693086906
Donato (Donatello),0.02537182852143482,"Tasso, Battista del",0.0017497812773403325,0.034482758620689655,4.300628693086906
"Bellini, Giovanni",0.008748906386701663,"Vecelli, Tiziano (Tiziano da Cadore)",0.005249343832020997,0.09999999999999999,4.25171909260596
"Bellini, Giovanni",0.008748906386701663,"Castelfranco, Giorgione da",0.005249343832020997,0.09999999999999999,4.25171909260596
Tribolo (Niccolï¿½),0.026246719160104987,"San Gallo, Aristotile (Bastiano) da",0.0017497812773403325,0.03333333333333333,4.25171909260596
"Rosso, Il (Giovan Battista de' Rossi)",0.01837270341207349,"Vasari, Giorgio",0.0026246719160104987,0.04761904761904762,4.181329764714563
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",0.02799650043744532,"Dente, Marco (Marco da Ravenna)",0.0017497812773403325,0.03125,4.1586096882144785
Liberale,0.00699912510936133,"Giocondo, Fra",0.00699912510936133,0.125,4.1586096882144785
Giotto,0.028871391076115485,"Tafi, Andrea",0.003499562554680665,0.06060606060606061,4.114215568856025
Giotto,0.028871391076115485,"Laurati, Pietro (Pietro Lorenzetti)",0.0017497812773403325,0.030303030303030304,4.114215568856025
"Cosimo, Andrea di (Andrea di Cosimo Feltrini)",0.006124234470691163,Franciabigio (Francia),0.008748906386701663,0.14285714285714288,4.029326671269512
"Uccello, Paolo",0.007874015748031496,Masaccio,0.00699912510936133,0.11111111111111112,3.988684686772166
Giotto,0.028871391076115485,"Cimabue, Giovanni",0.009623797025371828,0.15151515151515152,3.97671204510609
"Sanzio, Raffaello (Raffaello da Urbino)",0.06561679790026247,"Bolognese, Marc' Antonio (Marc' Antonio Raimondi, or de' Franci)",0.0017497812773403325,0.02666666666666667,3.9297909977185976
"Sanzio, Raffaello (Raffaello da Urbino)",0.06561679790026247,"Barile, Gian (Giovan)",0.0008748906386701663,0.013333333333333334,3.9297909977185976
